user_id,login_time,country,device
59,2020-05-17 18:23:08,UK,Tablet
95,2021-04-10 04:18:39,India,Mobile
58,2022-10-16 11:20:38,India,Mobile
45,2022-11-18 04:07:37,Australia,Tablet
66,2021-09-16 11:50:45,Australia,Mobile
99,2020-02-05 21:56:08,Australia,Mobile
91,2020-11-08 01:28:07,Australia,Desktop
79,2021-11-14 02:12:42,USA,Mobile
9,2022-05-15 21:34:09,USA,Desktop
61,2022-02-08 02:56:10,Canada,Tablet
49,2020-07-20 00:52:25,India,Tablet
63,2021-06-20 07:18:38,USA,Mobile
84,2020-08-22 09:48:30,Australia,Desktop
25,2021-12-17 16:22:47,Canada,Desktop
73,2020-01-28 20:50:15,UK,Tablet
12,2020-03-20 14:28:10,UK,Desktop
22,2022-08-26 20:33:44,UK,Mobile
79,2021-09-19 14:53:47,India,Mobile
33,2022-12-17 00:53:49,India,Mobile
81,2021-09-30 03:19:08,UK,Mobile
10,2022-06-13 15:27:10,UK,Mobile
15,2020-10-12 10:30:11,UK,Mobile
70,2020-08-16 04:03:55,UK,Desktop
5,2021-02-12 16:46:29,India,Tablet
57,2021-02-02 23:45:20,Australia,Desktop
91,2020-03-27 09:28:35,Australia,Tablet
53,2021-05-12 15:49:22,USA,Mobile
68,2022-11-12 21:33:40,USA,Desktop
3,2021-03-18 04:41:28,USA,Desktop
63,2022-11-21 19:30:10,Canada,Tablet
61,2021-03-05 16:56:08,USA,Desktop
58,2021-12-13 07:26:44,Canada,Mobile
39,2021-09-19 19:09:27,UK,Desktop
37,2020-01-03 11:29:04,Australia,Tablet
98,2021-12-29 01:43:00,India,Desktop
4,2021-07-26 08:56:50,Australia,Desktop
3,2022-12-17 22:14:41,Australia,Desktop
96,2021-09-12 02:47:59,Canada,Mobile
19,2022-07-21 00:29:25,India,Mobile
13,2020-04-28 03:24:09,India,Mobile
21,2020-09-03 12:17:26,Australia,Desktop
80,2021-08-12 05:23:39,Australia,Mobile
93,2021-01-12 04:53:56,Australia,Desktop
3,2020-12-31 11:25:25,Australia,Desktop
43,2020-03-02 13:06:38,UK,Desktop
11,2022-08-05 19:20:14,Canada,Mobile
26,2022-03-19 12:12:35,Canada,Mobile
22,2022-07-31 03:48:54,India,Mobile
65,2022-02-26 18:45:31,USA,Mobile
35,2022-06-29 21:03:16,UK,Tablet
18,2022-06-17 11:43:06,USA,Mobile
50,2022-02-22 11:55:17,UK,Desktop
4,2022-02-28 22:59:53,UK,Mobile
10,2022-01-15 20:33:42,Canada,Mobile
98,2022-07-03 22:37:53,USA,Desktop
20,2021-06-17 21:57:29,Canada,Mobile
36,2021-11-11 01:51:09,UK,Tablet
73,2022-08-30 05:47:47,Australia,Mobile
83,2022-01-17 05:19:04,USA,Desktop
91,2020-02-17 05:01:57,USA,Desktop
17,2021-05-20 08:50:35,UK,Mobile
67,2021-01-15 00:28:35,India,Tablet
96,2020-05-18 19:15:36,Australia,Desktop
6,2021-05-15 21:09:06,Australia,Desktop
67,2022-12-28 01:51:18,Canada,Mobile
84,2020-11-27 02:16:42,India,Tablet
34,2021-05-09 13:49:22,Australia,Mobile
25,2022-07-31 09:05:43,USA,Tablet
60,2021-07-26 23:27:03,Canada,Mobile
44,2021-07-02 06:23:13,UK,Desktop
18,2021-08-12 10:54:56,USA,Mobile
47,2020-02-28 19:06:40,India,Mobile
41,2021-09-29 10:54:59,UK,Desktop
57,2022-12-05 01:42:35,UK,Mobile
51,2022-09-07 06:23:34,USA,Mobile
31,2021-06-23 15:59:07,Canada,Mobile
36,2020-12-19 17:25:30,Canada,Desktop
83,2020-06-13 08:29:07,UK,Tablet
25,2022-04-22 04:30:49,UK,Tablet
56,2020-11-19 00:36:49,Australia,Mobile
2,2021-09-03 23:30:51,USA,Mobile
74,2021-12-04 19:03:30,UK,Tablet
34,2020-05-07 12:51:38,Canada,Tablet
5,2020-10-13 22:38:39,Australia,Mobile
28,2022-11-19 07:50:09,Australia,Desktop
24,2022-01-01 21:01:02,Canada,Tablet
95,2020-02-27 01:45:19,Canada,Tablet
35,2021-11-04 23:49:56,UK,Tablet
29,2021-09-19 04:46:31,India,Tablet
36,2020-03-19 11:31:00,Australia,Desktop
94,2022-03-29 23:57:24,Australia,Desktop
63,2021-01-05 11:11:09,Australia,Desktop
62,2022-09-29 18:33:39,UK,Desktop
71,2020-04-10 12:20:44,Australia,Desktop
39,2022-08-11 22:35:52,USA,Tablet
42,2021-12-20 22:24:26,Australia,Tablet
65,2020-11-28 13:51:53,Australia,Mobile
1,2022-04-03 04:02:29,USA,Mobile
20,2021-07-08 14:18:48,USA,Desktop
34,2021-06-25 01:43:04,Australia,Tablet
24,2022-01-07 06:59:43,India,Desktop
64,2022-08-01 11:18:29,USA,Tablet
38,2021-02-15 01:55:01,UK,Desktop
87,2020-03-03 03:53:31,Australia,Mobile
57,2020-11-09 07:31:39,India,Mobile
42,2020-01-29 23:52:44,Canada,Mobile
40,2020-01-22 17:02:17,Canada,Tablet
70,2022-09-14 18:49:40,UK,Tablet
42,2021-04-06 02:00:58,Australia,Desktop
66,2020-08-13 01:25:51,USA,Mobile
5,2020-10-05 17:31:10,UK,Tablet
45,2021-02-27 15:19:41,Canada,Mobile
26,2020-12-25 06:49:10,USA,Mobile
16,2022-09-21 19:00:46,Australia,Mobile
53,2020-08-02 15:47:51,Canada,Mobile
49,2021-07-03 10:16:25,UK,Desktop
56,2021-08-14 00:05:22,Australia,Desktop
75,2020-03-20 07:07:41,USA,Desktop
88,2021-10-11 00:09:12,USA,Desktop
49,2021-01-05 07:47:08,India,Tablet
31,2020-09-05 08:24:14,Canada,Desktop
47,2021-08-24 02:19:12,USA,Desktop
81,2022-09-16 04:35:58,India,Mobile
87,2022-02-17 18:24:10,India,Mobile
81,2022-06-06 00:26:25,Canada,Mobile
19,2020-04-06 21:43:33,USA,Mobile
99,2022-02-28 10:46:10,UK,Desktop
63,2021-02-01 21:58:45,Canada,Desktop
9,2022-05-16 05:43:14,USA,Tablet
72,2020-09-27 05:31:30,UK,Desktop
98,2022-11-06 04:46:18,USA,Tablet
40,2021-11-21 16:57:40,Australia,Tablet
68,2020-10-28 19:40:10,UK,Tablet
32,2020-11-04 23:00:31,Canada,Mobile
22,2021-04-11 03:32:51,UK,Desktop
72,2020-09-27 00:16:50,USA,Desktop
1,2022-05-18 01:26:47,USA,Tablet
82,2020-01-21 02:06:22,Canada,Mobile
53,2022-08-08 14:35:22,Canada,Tablet
10,2020-05-05 19:24:20,UK,Tablet
12,2021-07-01 16:48:09,Australia,Desktop
65,2020-08-01 17:28:13,Australia,Mobile
87,2021-06-30 20:11:05,Canada,Tablet
28,2020-05-12 16:54:51,Canada,Desktop
97,2021-10-10 17:45:29,UK,Tablet
10,2021-08-17 16:12:41,UK,Tablet
85,2022-10-21 20:05:38,Australia,Desktop
40,2022-12-19 12:56:56,Canada,Tablet
9,2022-01-13 00:05:41,USA,Mobile
28,2021-04-30 08:18:39,Australia,Mobile
45,2021-02-01 15:53:09,USA,Mobile
79,2022-08-27 11:49:29,Australia,Desktop
86,2020-09-15 10:05:07,USA,Tablet
14,2021-06-27 20:54:09,India,Tablet
52,2021-04-11 06:01:57,Canada,Tablet
65,2020-09-27 03:29:01,USA,Desktop
35,2022-02-10 20:25:01,Australia,Tablet
87,2020-02-06 11:22:21,USA,Desktop
28,2020-10-04 01:59:50,Canada,Desktop
2,2022-05-08 14:04:24,India,Tablet
5,2021-06-11 12:40:29,India,Mobile
68,2020-02-20 11:35:33,Canada,Desktop
56,2021-03-14 00:40:27,USA,Tablet
94,2021-01-14 23:09:15,Canada,Mobile
93,2021-06-03 03:19:58,UK,Tablet
91,2020-02-22 07:35:10,UK,Tablet
5,2022-10-04 05:37:05,Australia,Mobile
75,2022-02-12 12:24:11,UK,Desktop
70,2020-06-26 08:33:09,Canada,Tablet
65,2021-11-27 23:57:20,USA,Desktop
71,2020-09-27 23:54:08,UK,Mobile
90,2021-12-29 09:12:06,Australia,Desktop
64,2022-02-05 19:42:15,Canada,Tablet
37,2021-12-02 03:55:44,UK,Mobile
54,2020-05-03 20:23:51,Australia,Mobile
21,2021-04-27 04:25:57,India,Tablet
59,2020-01-07 06:09:40,Australia,Desktop
1,2022-06-30 16:56:30,USA,Tablet
15,2020-02-16 22:47:17,Canada,Desktop
34,2020-10-09 20:08:44,India,Desktop
79,2022-09-24 19:06:21,India,Tablet
72,2020-06-03 14:18:53,India,Mobile
34,2021-12-11 18:33:01,Australia,Mobile
62,2022-02-12 13:16:22,USA,Desktop
5,2022-09-24 10:22:08,UK,Desktop
17,2021-11-01 12:04:38,Australia,Mobile
98,2020-09-07 23:58:10,India,Mobile
29,2022-12-04 06:40:36,Australia,Desktop
40,2022-07-25 12:34:24,Australia,Mobile
55,2020-05-06 01:27:31,USA,Desktop
30,2022-02-16 10:34:24,Canada,Desktop
48,2022-02-15 02:53:46,India,Tablet
24,2021-04-21 20:14:48,USA,Tablet
5,2021-07-23 14:19:22,UK,Mobile
18,2022-11-06 04:10:31,India,Mobile
52,2020-04-29 23:42:36,UK,Mobile
8,2022-07-22 18:09:43,UK,Mobile
40,2021-05-11 13:34:38,India,Mobile
33,2021-04-07 08:26:56,India,Desktop
42,2022-11-30 08:56:38,USA,Mobile
10,2022-11-22 10:47:45,USA,Tablet
90,2020-02-15 02:20:06,Australia,Desktop
47,2021-07-02 16:06:57,Canada,Mobile
84,2020-08-18 00:21:24,USA,Mobile
97,2022-05-08 22:57:47,Canada,Desktop
35,2020-04-20 14:46:04,India,Desktop
48,2022-07-15 11:12:29,India,Tablet
70,2021-02-16 18:40:55,UK,Mobile
43,2022-07-15 01:51:02,India,Mobile
30,2020-12-10 05:25:24,UK,Tablet
73,2022-04-16 08:38:52,USA,Desktop
89,2021-05-10 04:43:55,UK,Desktop
92,2020-01-24 15:19:26,UK,Tablet
63,2022-10-10 07:02:10,Canada,Mobile
38,2021-04-25 06:49:32,Australia,Desktop
97,2021-04-06 01:02:55,Canada,Desktop
64,2022-04-11 22:30:10,USA,Desktop
7,2022-09-05 12:57:11,USA,Desktop
9,2022-03-02 03:52:41,Canada,Desktop
75,2022-10-07 02:34:55,UK,Desktop
7,2021-05-07 10:46:38,Australia,Tablet
1,2022-11-20 17:35:38,USA,Mobile
39,2022-01-20 13:31:54,UK,Desktop
52,2020-04-16 17:08:50,India,Tablet
45,2021-10-20 09:08:14,UK,Mobile
49,2022-10-19 02:56:41,UK,Desktop
58,2022-10-29 22:45:07,India,Tablet
68,2020-08-24 21:30:19,India,Mobile
42,2021-05-07 06:19:37,India,Desktop
37,2021-05-06 23:15:11,Australia,Desktop
98,2021-11-05 23:17:57,USA,Tablet
26,2021-11-18 18:41:56,UK,Tablet
77,2022-03-10 19:54:31,India,Tablet
43,2020-04-29 07:47:06,Australia,Tablet
36,2022-10-22 15:11:32,UK,Mobile
7,2021-10-31 15:46:33,India,Mobile
86,2020-01-30 12:38:55,Canada,Mobile
70,2022-08-18 05:28:02,Australia,Tablet
90,2021-08-25 20:05:39,Australia,Desktop
45,2020-09-17 11:53:36,Australia,Mobile
68,2021-02-10 02:16:06,Australia,Desktop
12,2020-08-30 22:50:09,UK,Desktop
40,2021-09-11 02:09:02,UK,Tablet
21,2022-01-15 05:56:14,Canada,Desktop
5,2020-05-11 16:47:57,Canada,Mobile
94,2022-11-09 23:40:02,Australia,Mobile
22,2021-01-16 18:48:04,Australia,Mobile
15,2021-11-24 04:37:41,Canada,Desktop
20,2021-08-22 02:24:07,UK,Mobile
38,2021-11-19 06:45:43,Canada,Tablet
55,2022-03-05 09:27:31,Canada,Tablet
15,2022-12-30 03:22:06,India,Mobile
98,2022-07-19 20:49:41,Australia,Mobile
98,2020-12-24 00:23:36,Australia,Desktop
15,2022-04-06 22:49:05,USA,Tablet
41,2020-07-22 11:18:11,Australia,Tablet
68,2021-01-08 17:59:57,Canada,Desktop
87,2022-09-06 10:41:29,UK,Desktop
50,2022-02-19 09:14:06,India,Tablet
91,2020-05-28 07:54:46,Canada,Mobile
32,2022-02-10 02:57:00,USA,Tablet
50,2021-10-11 21:22:44,Australia,Mobile
50,2021-06-05 13:55:26,UK,Mobile
67,2020-06-01 18:53:05,USA,Tablet
20,2022-08-22 11:00:18,UK,Mobile
61,2021-12-09 20:05:37,India,Desktop
22,2022-11-27 10:56:45,Canada,Desktop
34,2021-12-01 08:54:31,India,Mobile
96,2022-10-11 08:09:53,UK,Tablet
90,2021-10-30 16:20:05,India,Tablet
81,2022-05-31 08:44:32,Australia,Desktop
4,2021-03-11 14:47:52,Australia,Mobile
15,2022-09-13 14:00:40,Canada,Mobile
26,2022-10-22 04:12:05,India,Mobile
78,2021-09-06 10:56:22,India,Desktop
84,2021-03-13 08:35:48,India,Desktop
58,2020-04-07 02:58:35,India,Mobile
72,2020-08-11 17:46:07,India,Tablet
80,2020-12-15 13:24:55,USA,Tablet
7,2022-01-07 09:05:03,Australia,Tablet
9,2022-07-12 15:34:00,India,Tablet
87,2022-03-24 04:33:13,UK,Desktop
4,2021-10-05 08:13:16,USA,Mobile
23,2020-01-15 09:37:25,Canada,Desktop
5,2020-02-04 07:04:24,Australia,Mobile
2,2020-05-19 17:17:58,UK,Desktop
84,2021-01-08 00:42:38,USA,Tablet
33,2020-03-23 16:43:16,UK,Tablet
16,2022-01-04 13:40:14,USA,Mobile
15,2022-08-06 22:13:25,Australia,Desktop
65,2022-01-30 20:51:15,USA,Mobile
96,2020-11-12 04:38:28,India,Desktop
50,2021-12-27 11:17:21,Canada,Mobile
90,2020-04-12 16:03:03,India,Tablet
50,2021-10-15 07:02:42,India,Tablet
57,2021-03-01 00:35:25,India,Desktop
68,2021-11-25 11:05:45,UK,Mobile
80,2021-01-16 14:35:00,UK,Desktop
76,2022-08-04 03:12:51,Australia,Tablet
99,2022-07-24 02:40:02,USA,Mobile
74,2021-01-26 15:29:53,Australia,Desktop
90,2021-09-25 07:58:36,India,Tablet
21,2021-11-06 15:39:58,UK,Desktop
54,2022-05-05 11:35:52,Canada,Mobile
60,2021-06-29 14:15:49,UK,Mobile
82,2022-05-13 15:58:51,Australia,Tablet
48,2020-02-07 06:48:00,UK,Tablet
79,2022-01-26 02:06:16,Canada,Desktop
39,2021-01-14 22:44:59,India,Desktop
59,2021-02-13 15:26:08,Canada,Desktop
85,2021-11-09 04:54:12,USA,Tablet
80,2022-03-06 09:35:38,Australia,Desktop
66,2022-08-12 00:35:47,UK,Mobile
1,2022-05-18 06:40:37,Australia,Desktop
19,2020-11-28 17:48:45,UK,Tablet
51,2021-10-06 23:44:11,Australia,Desktop
26,2022-05-11 19:46:33,Canada,Mobile
7,2021-08-15 12:56:31,USA,Desktop
86,2022-08-11 05:31:23,Canada,Tablet
94,2022-04-13 07:42:51,Canada,Mobile
30,2021-10-14 11:57:12,UK,Mobile
41,2020-11-04 03:15:43,UK,Mobile
81,2020-10-03 11:49:35,UK,Mobile
7,2022-05-14 01:50:45,USA,Mobile
64,2021-08-19 01:58:10,UK,Desktop
13,2021-04-06 21:20:47,Canada,Tablet
29,2022-06-24 22:07:09,India,Desktop
83,2020-07-10 14:13:00,Australia,Mobile
6,2022-08-31 02:24:59,USA,Tablet
4,2020-01-27 22:50:32,India,Desktop
42,2021-05-24 13:16:28,Australia,Mobile
49,2020-08-12 06:13:09,UK,Desktop
86,2020-08-05 23:02:13,UK,Tablet
72,2021-12-12 16:57:44,Australia,Tablet
67,2022-07-07 16:32:41,USA,Tablet
15,2021-10-29 14:48:34,Australia,Tablet
98,2022-08-14 04:24:46,India,Tablet
41,2022-07-25 02:39:23,India,Tablet
61,2022-11-26 09:31:29,USA,Tablet
39,2020-11-18 13:31:47,UK,Desktop
5,2020-09-16 21:04:02,Canada,Tablet
47,2021-08-09 08:40:46,India,Desktop
15,2020-10-02 20:02:20,USA,Mobile
4,2022-11-20 17:39:57,USA,Tablet
62,2020-01-06 14:08:12,UK,Mobile
63,2021-10-03 07:57:10,Australia,Desktop
11,2020-09-23 06:34:52,Australia,Tablet
55,2021-01-05 09:03:35,Canada,Mobile
35,2022-09-05 17:05:22,Canada,Desktop
38,2021-09-24 04:53:43,Canada,Desktop
77,2020-04-09 08:35:59,Australia,Mobile
49,2020-12-30 00:49:16,UK,Mobile
88,2021-09-22 14:54:49,India,Desktop
61,2021-09-08 04:15:09,USA,Desktop
47,2021-01-11 13:36:45,UK,Tablet
63,2022-05-09 18:58:49,UK,Desktop
34,2020-08-29 11:58:29,Australia,Tablet
13,2022-09-21 02:58:47,India,Tablet
68,2022-08-26 01:14:24,India,Desktop
62,2020-06-04 10:12:55,UK,Mobile
79,2020-04-18 14:11:03,Canada,Mobile
13,2022-10-05 18:20:13,Canada,Tablet
91,2021-03-12 12:27:43,Australia,Mobile
80,2020-12-04 04:54:00,USA,Mobile
91,2020-05-11 00:32:31,Canada,Mobile
87,2020-01-10 00:12:06,India,Tablet
68,2020-09-13 02:31:08,Canada,Desktop
81,2022-05-21 05:19:11,UK,Tablet
52,2020-02-21 10:49:17,UK,Tablet
78,2021-09-19 06:03:44,India,Tablet
19,2021-02-10 19:36:45,Australia,Mobile
78,2022-04-07 12:58:44,UK,Mobile
45,2021-06-26 12:01:48,Canada,Mobile
75,2020-08-21 20:36:53,UK,Tablet
46,2020-05-07 23:08:38,USA,Desktop
79,2020-01-02 05:03:43,Australia,Desktop
8,2021-09-16 17:49:10,India,Tablet
5,2022-02-22 02:53:14,Australia,Desktop
93,2020-03-08 23:15:21,USA,Desktop
49,2022-03-01 03:43:06,Canada,Mobile
90,2021-06-15 23:14:21,Australia,Tablet
94,2021-09-20 21:07:23,Canada,Tablet
66,2020-02-24 06:41:29,India,Tablet
57,2020-12-30 22:31:06,Australia,Desktop
22,2021-07-12 02:08:27,India,Mobile
10,2022-01-15 22:36:39,USA,Desktop
82,2021-08-27 05:05:33,USA,Desktop
88,2021-07-09 19:41:34,UK,Desktop
78,2020-06-15 11:57:55,Australia,Mobile
70,2020-04-25 08:53:22,Canada,Mobile
42,2022-02-18 03:15:54,UK,Tablet
31,2021-06-16 18:14:19,Canada,Tablet
12,2021-08-22 08:49:43,Australia,Desktop
43,2022-08-06 22:58:21,UK,Mobile
57,2021-05-10 23:48:38,India,Mobile
92,2022-08-14 13:37:36,Australia,Tablet
93,2020-07-17 21:05:41,USA,Desktop
42,2022-01-20 13:41:09,Canada,Desktop
10,2022-08-07 02:58:25,Australia,Tablet
77,2022-05-16 00:42:59,India,Mobile
73,2021-12-23 23:52:19,USA,Mobile
4,2021-10-23 12:55:02,UK,Mobile
45,2020-10-02 14:35:08,Canada,Desktop
68,2021-10-08 15:27:45,USA,Tablet
3,2022-01-20 12:03:40,Canada,Desktop
92,2021-12-02 21:19:21,Canada,Tablet
96,2020-05-25 13:43:01,Canada,Mobile
72,2020-01-07 19:48:26,Australia,Mobile
8,2021-02-02 09:07:07,Canada,Tablet
7,2020-12-28 14:01:22,India,Tablet
36,2021-01-17 14:12:36,India,Mobile
3,2020-03-10 01:29:47,UK,Mobile
35,2020-08-06 10:18:55,Australia,Tablet
1,2021-07-19 04:59:49,UK,Tablet
97,2022-09-12 11:41:05,USA,Desktop
82,2021-03-24 00:56:22,Australia,Tablet
7,2022-03-02 11:06:58,USA,Desktop
89,2022-12-15 09:09:57,India,Tablet
21,2022-10-30 09:31:00,Canada,Tablet
21,2022-08-03 01:43:26,USA,Desktop
67,2021-05-04 05:27:00,India,Tablet
93,2020-11-21 10:57:29,Australia,Mobile
13,2022-01-22 22:19:27,UK,Desktop
1,2021-06-03 10:20:38,India,Tablet
37,2020-04-06 07:24:25,India,Mobile
3,2020-02-02 08:20:17,Australia,Mobile
60,2022-05-21 09:54:49,USA,Tablet
86,2022-07-31 13:30:25,Australia,Mobile
19,2022-07-21 16:50:04,USA,Desktop
12,2021-02-17 21:55:42,Canada,Desktop
35,2021-04-23 23:45:41,Canada,Mobile
95,2020-06-15 00:46:25,India,Tablet
13,2021-03-28 13:22:13,Australia,Desktop
96,2020-01-16 06:36:58,Canada,Mobile
36,2022-08-21 18:16:33,USA,Tablet
47,2020-02-15 04:06:20,UK,Tablet
29,2021-06-16 13:58:04,Australia,Desktop
93,2022-11-09 05:42:15,Canada,Mobile
95,2021-07-03 10:00:49,India,Tablet
63,2022-09-03 22:17:45,Canada,Tablet
19,2022-12-24 13:18:12,India,Tablet
99,2021-02-04 12:40:07,UK,Mobile
11,2022-06-25 23:43:54,Canada,Desktop
58,2021-07-06 20:24:46,India,Tablet
16,2022-08-11 21:58:30,India,Desktop
89,2020-07-30 17:39:36,UK,Desktop
94,2022-11-28 22:38:58,UK,Tablet
80,2021-11-28 11:57:26,Canada,Desktop
32,2020-12-28 04:30:51,Australia,Desktop
25,2021-07-29 01:14:30,Canada,Desktop
75,2021-12-15 21:51:05,Australia,Mobile
29,2020-12-20 09:04:19,India,Mobile
42,2020-02-24 07:49:18,UK,Mobile
5,2022-10-06 01:21:35,India,Desktop
14,2020-03-17 20:08:01,Australia,Tablet
3,2022-05-27 23:21:45,USA,Mobile
8,2020-07-05 10:02:18,India,Mobile
8,2021-04-16 16:35:37,Australia,Mobile
42,2021-01-28 09:17:01,UK,Mobile
55,2022-08-13 09:59:22,UK,Mobile
74,2022-05-08 01:09:06,Australia,Tablet
15,2020-11-16 06:17:27,Canada,Mobile
42,2021-12-26 07:51:26,Canada,Tablet
64,2021-07-26 22:23:38,UK,Mobile
9,2020-06-16 11:01:38,USA,Desktop
45,2021-09-18 16:44:03,UK,Mobile
37,2022-02-21 01:21:44,USA,Tablet
94,2022-04-26 14:04:45,USA,Tablet
6,2022-02-11 11:49:05,Australia,Desktop
41,2021-12-17 10:22:35,Australia,Mobile
42,2022-09-14 10:51:06,Canada,Tablet
73,2022-11-09 10:15:36,India,Tablet
32,2022-10-24 01:52:10,UK,Tablet
21,2020-01-03 04:38:40,Canada,Desktop
30,2021-09-08 23:27:27,UK,Mobile
47,2021-09-11 08:35:36,Canada,Tablet
95,2020-05-10 08:08:44,Australia,Mobile
79,2021-12-07 03:43:02,India,Mobile
28,2022-07-26 19:49:00,Australia,Desktop
56,2022-01-24 10:26:11,UK,Tablet
69,2022-05-10 04:06:17,UK,Tablet
79,2022-05-14 08:49:11,UK,Desktop
45,2020-12-13 18:29:43,Australia,Tablet
40,2021-12-28 12:46:22,Australia,Mobile
76,2021-12-31 13:51:18,UK,Mobile
43,2021-10-07 21:56:19,UK,Desktop
25,2020-03-18 08:29:12,UK,Mobile
45,2020-03-23 09:22:12,Canada,Desktop
93,2021-01-02 09:01:02,UK,Mobile
15,2021-03-27 05:40:03,USA,Mobile
46,2021-05-29 09:40:09,UK,Desktop
64,2020-07-04 20:43:05,Australia,Mobile
48,2022-05-23 15:15:04,UK,Mobile
21,2022-07-15 22:48:47,UK,Desktop
1,2020-10-24 18:29:33,India,Mobile
70,2022-09-24 19:52:31,UK,Tablet
62,2020-12-28 03:41:40,USA,Tablet
1,2020-07-04 05:48:52,Australia,Desktop
30,2022-12-26 14:23:51,Canada,Desktop
77,2022-09-27 15:51:26,Canada,Mobile
63,2021-12-21 03:41:32,India,Desktop
54,2021-02-23 15:59:21,India,Tablet
16,2021-08-26 10:13:27,Canada,Mobile
70,2021-11-15 09:52:23,Canada,Tablet
47,2020-01-07 21:40:43,Canada,Tablet
68,2020-11-19 19:02:24,Canada,Tablet
76,2020-02-20 00:22:37,Australia,Desktop
24,2021-09-18 09:14:27,USA,Desktop
76,2021-06-18 22:06:15,USA,Desktop
28,2021-10-17 15:11:36,UK,Mobile
98,2021-02-13 15:37:15,USA,Tablet
12,2021-05-20 05:43:41,Australia,Mobile
